"{'border': 100, 'loc_back_radius': 100, 'max_radius': 60, 'selection_std_multiplier': 4, 'growth_std_multiplier': 4}"
Name,Centre x,Centre y,Calibrated Magnitude,CM Error,Radius,Area,Total Uncorrected Flux Through Aperture,F Error form Bakcgorund Removal,F Number Counting Error,Aperture Cutoff Flux Correction,ACFC Error,Background Flux Mean,Background Flux Std
124,1660,2600,12.581180522552454,0.003994605544825026,18,1009,3566740,283.25264005065003,349.7548154894559,0.1086335528382118,0.053522495261932576,3413.6883736788272,8.9171974522293
125,1976,2628,13.403312561065382,0.006031906539870252,14,613,2149211,210.26612998963816,239.51762976139207,0.0006589929445338932,0.0008375029773363814,3412.4670555195507,8.492569002123142
126,969,2190,13.655403388716785,0.006775085360122991,12,441,1553982,187.2611464968153,213.2648569169585,0.005572099306286492,0.005807678218073322,3420.6351492158487,8.9171974522293
127,1906,2654,12.341722922136098,0.0037109594433727034,23,1653,5792807,345.2832501105074,390.5309060558866,0.004605264770201496,0.0021924962348237303,3412.1552398155886,8.492569002123142
128,1722,1273,12.32995981292056,0.004973223423392191,23,1653,5849642,586.9815251878626,392.6522001189394,0.0015411962495120036,0.001995264033102855,3445.533121440869,14.437367303609342
129,1879,2240,12.492218090076005,0.0040091479461277345,23,1653,5778094,328.019087604982,364.3815522732329,0.00022674739018277993,0.0002320745742563997,3415.1966632564727,8.067940552016985
130,2373,2284,11.588813445832422,0.0032337513773458932,32,3209,11266803,721.6310337971235,552.3791909089991,0.0017593519496361305,0.002852238584759388,3415.9178028827423,12.738853503184714
131,1170,1724,13.15622588509163,0.005469091068586245,13,529,1890513,244.16135881104032,268.382219429103,0.35921971457830304,0.4272181106832193,3437.587872011926,10.615711252653927
132,1963,3048,12.320241849914876,0.003974096650280734,26,2121,7399921,410.6754271474455,394.413371410784,2.664958196459232e-05,3.2299333630059096e-05,3415.5394118115883,8.9171974522293
133,1105,3700,12.403352052961791,0.0037919332996885,21,1373,4842018,330.4179648294072,379.60274702161695,0.1611472183051415,0.08466073807072676,3421.64585175065,8.9171974522293
134,185,1520,13.774577556139727,0.009694560246553404,13,529,1848012,302.76008492569,201.87590085650436,0.002080427665551507,0.0018374197662589286,3416.366957756852,13.163481953290871
135,687,4316,12.965225274706674,0.005909518681169816,18,1009,3541330,364.18196577940716,293.0589190000722,0.0006941352711534881,0.0006372280460356201,3424.624846377115,11.464968152866241
136,490,516,13.827523718461432,0.008498835238005572,14,613,2136031,231.292742988602,197.01316877770844,2.2113408131911017e-06,3.1222747582848803e-06,3421.2346024929298,9.341825902335456
137,1791,1255,13.852353553901288,0.010102073584836732,14,613,2144496,294.37258198549347,194.7732402364909,5.771638934497356e-07,9.626978178491509e-07,3436.4753423944176,11.8895966029724
138,2335,3227,12.553909583959882,0.004714155943287951,19,1129,3993565,413.76529161437946,354.1743736850891,0.5479958291837111,0.27161651492966704,3426.151915876683,12.314225053078557
139,1866,1912,13.866223455555403,0.00817428628510007,13,529,1848129,205.0955414012739,193.53312466424822,6.429156923742929e-05,7.903394633081545e-05,3422.8240636251276,8.9171974522293
140,2090,3050,12.546602723222522,0.003996252679895599,19,1129,3986125,299.6231422035161,355.36763018277435,0.9242396133367948,0.4046294058883345,3418.8120880587057,8.9171974522293
141,1366,540,13.85071682753027,0.0082901556870131,13,529,1846955,214.8619957537155,194.92010392309066,4.152379874816237e-05,5.5878096188928305e-05,3419.586300730835,9.341825902335456
142,1215,3569,13.5509537860802,0.007074283186946014,15,709,2474400,237.4386972990075,223.77380300792723,1.59092390926272e-05,2.34681173321015e-05,3419.358653155669,8.9171974522293
143,563,1433,13.586909996759564,0.00749453061613397,16,797,2775542,251.7430815145267,220.09896515929614,3.3610050295197013e-06,4.945603608213388e-06,3421.7044486020163,8.9171974522293
144,1073,2674,12.3463728427122,0.013395150684582647,12,441,1655129,187.2611464968153,385.0420974514809,3605.194333280301,1824.0089505651717,3416.9423655105766,8.9171974522293
145,1397,2930,13.834647662290472,0.007994972554349049,13,529,1846061,205.0955414012739,196.36788637954032,0.0003471779026472323,0.00042968938300699913,3416.8254313777543,8.9171974522293
146,1012,3853,12.915636055227232,0.005249538312390778,21,1373,4790845,314.6837760280069,299.8284149440327,4.4157621783857886e-05,4.1735743958244726e-05,3423.8513631406763,8.492569002123142
147,1490,187,13.925549367256487,0.01024041824734757,12,441,1542423,276.4331210191083,188.31725769972348,0.0008583414113227564,0.0010549238118909303,3417.1419738150926,13.163481953290871
148,900,1745,13.04346711272406,0.005690202438569655,10,317,1165902,181.44707072371827,281.7296065455853,540.6412820526183,251.2106869291273,3427.5407848443842,10.19108280254777
149,2390,4148,13.783445047203973,0.009771323480460524,12,441,1542776,303.1847133757962,201.05316012688243,0.016173553329906443,0.019568293253613922,3406.697566446699,14.437367303609342
150,2406,192,16.86040492587686,0.08034905997593379,3,29,101219,100.61454416726886,47.98713441132038,73.18893908475806,135.97924733235138,3410.904652792754,18.683651804670912
